number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount
0,2,10110.77818,15752.0,90.0,27.0,37.0,339.344531
1,3,5119.414293,40169.0,65.0,1.0,47.0,302.818833
1,9,8533.832013,26049.0,113.0,10.0,15.0,619.165344
0,1,2224.768,0.0,68.0,3.0,4.0,326.4
0,4,8042.803784,55411.0,100.0,24.0,53.0,259.561195
0,1,2554.437138,12459.0,70.0,4.0,41.0,336.0
1,2,18073.93999,64620.0,76.0,24.0,32.0,364.8
0,1,2430.506586,83140.0,61.0,25.0,70.0,179.161843
0,1,3167.658442,0.0,92.0,20.0,50.0,662.4
0,5,5465.603983,54422.0,68.0,9.0,8.0,75.501852
0,9,10357.51422,68309.0,131.0,4.0,67.0,306.983596
2,1,2537.813878,56621.0,65.0,27.0,36.0,84.026848
0,1,2821.947219,38977.0,70.0,27.0,22.0,139.489926
0,3,7757.128146,0.0,111.0,32.0,13.0,607.4459
0,1,4079.132667,0.0,114.0,12.0,43.0,631.124372
0,8,5955.544552,0.0,83.0,35.0,87.0,628.023494
0,2,14158.61364,83235.0,70.0,16.0,33.0,336.0
0,2,8487.238032,0.0,74.0,7.0,93.0,426.655599
0,8,6285.476868,32390.0,80.0,20.0,36.0,91.417923
0,2,11473.48149,66538.0,95.0,14.0,64.0,317.844812
0,1,2310.882998,0.0,64.0,12.0,24.0,460.8
0,2,23594.6802,76358.0,66.0,25.0,3.0,86.461582
0,1,2514.59196,43860.0,65.0,15.0,58.0,156.124914
0,9,5380.898636,55350.0,67.0,0.0,13.0,321.6
0,4,4770.550911,12964.0,65.0,2.0,37.0,362.774545
2,9,6756.651404,33288.0,86.0,1.0,27.0,221.856184
0,3,5936.011773,0.0,84.0,31.0,25.0,980.169081
0,1,3570.760509,56168.0,88.0,13.0,20.0,614.675906
0,4,6019.960469,0.0,92.0,3.0,28.0,662.4
0,3,5426.863953,23105.0,69.0,15.0,21.0,331.2
0,1,2730.313804,36218.0,68.0,6.0,83.0,145.252168
0,5,4982.681374,52275.0,62.0,6.0,88.0,374.240783
0,2,8769.266756,49665.0,74.0,5.0,51.0,355.2
0,1,4220.613534,32471.0,110.0,0.0,87.0,528.0
1,2,11537.50507,0.0,86.0,12.0,89.0,619.2
0,9,5887.182043,62773.0,73.0,19.0,57.0,80.669257
0,1,4700.583771,76694.0,117.0,34.0,23.0,561.6
0,1,2523.171245,0.0,70.0,20.0,81.0,504.0
1,1,3757.804716,36633.0,96.0,20.0,61.0,460.8
0,2,12941.73353,77060.0,106.0,23.0,90.0,468.566133
0,1,3764.465074,92600.0,94.0,9.0,48.0,842.43785
0,2,6889.557028,0.0,66.0,2.0,75.0,475.2
2,1,3623.454198,0.0,111.0,6.0,24.0,1171.93117
0,2,7582.113842,64801.0,64.0,23.0,19.0,268.471802
0,4,8277.74558,45257.0,103.0,33.0,90.0,494.4
0,1,2576.455597,26854.0,66.0,31.0,70.0,475.2
2,4,8205.387936,85840.0,102.0,14.0,79.0,138.722385
0,2,19582.46887,26463.0,72.0,28.0,93.0,345.6
0,5,6481.526576,30689.0,81.0,23.0,51.0,467.24802
0,1,2599.310879,29590.0,66.0,17.0,18.0,467.503236
0,5,10442.65139,17269.0,139.0,3.0,31.0,667.2
3,2,36057.53702,90330.0,137.0,0.0,86.0,192.085299
0,8,8470.036773,0.0,113.0,34.0,5.0,619.973889
0,7,8278.786492,0.0,110.0,20.0,66.0,1002.782553
1,3,4788.932598,0.0,67.0,2.0,49.0,321.6
0,1,3087.999917,18558.0,80.0,17.0,23.0,384.0
0,1,4443.736209,46384.0,113.0,33.0,93.0,251.774574
0,2,7984.086473,0.0,72.0,1.0,77.0,866.208321
0,2,15656.03434,71731.0,130.0,12.0,50.0,599.648466
0,8,5780.182197,51066.0,74.0,23.0,0.0,787.993313
3,5,5337.352409,0.0,86.0,19.0,93.0,619.2
0,6,5050.826183,0.0,69.0,16.0,45.0,72.852047
1,9,5116.624022,26173.0,68.0,2.0,10.0,449.819671
0,2,7268.736958,24445.0,63.0,18.0,15.0,302.4
0,1,2616.613903,72302.0,66.0,6.0,27.0,316.8
0,1,3738.436222,27208.0,102.0,10.0,65.0,489.6
1,1,2725.356404,36650.0,69.0,2.0,70.0,56.60333
0,7,5453.861203,30855.0,68.0,7.0,15.0,259.060862
0,5,6846.150323,0.0,95.0,13.0,20.0,456.0
0,4,6172.914199,99960.0,76.0,19.0,83.0,364.8
0,2,10346.32454,0.0,98.0,1.0,15.0,470.4
0,6,6997.008618,55873.0,88.0,30.0,19.0,299.356083
0,1,4196.257691,18052.0,111.0,5.0,71.0,699.1679
2,6,7858.109763,28937.0,104.0,28.0,23.0,117.959654
0,5,6064.343994,0.0,86.0,34.0,80.0,545.240341
0,2,17497.52201,0.0,73.0,9.0,94.0,350.4
0,9,8970.647312,12829.0,118.0,33.0,1.0,328.231432
0,6,5923.117229,92163.0,73.0,3.0,79.0,66.568642
0,1,4331.460674,82302.0,106.0,11.0,92.0,722.178166
0,2,13309.33517,0.0,127.0,19.0,40.0,609.6
0,1,4528.50489,70340.0,113.0,5.0,56.0,542.4
0,1,2791.906514,0.0,74.0,35.0,59.0,532.8
0,3,8092.87696,50825.0,102.0,3.0,46.0,369.614729
0,5,7996.00748,93459.0,99.0,9.0,85.0,655.41333
2,4,5129.738992,86148.0,65.0,19.0,51.0,312.0
0,4,5697.175238,27048.0,72.0,5.0,85.0,345.6
0,4,9217.130629,73259.0,115.0,7.0,31.0,673.34265
0,3,10208.92761,35482.0,129.0,21.0,59.0,619.2
1,1,4170.687348,29462.0,107.0,28.0,23.0,513.6
1,1,4505.405812,67801.0,115.0,12.0,45.0,23.810491
4,1,3107.568648,0.0,94.0,34.0,59.0,451.2
0,9,5528.664986,16042.0,73.0,33.0,58.0,350.4
1,8,5045.866663,28056.0,64.0,32.0,41.0,307.2
3,1,2962.722482,16495.0,85.0,25.0,75.0,408.0
0,3,8665.956372,41163.0,108.0,11.0,66.0,231.922173
1,9,11413.44115,0.0,161.0,3.0,71.0,772.8
3,2,15488.43196,33799.0,109.0,28.0,52.0,664.980242
3,2,6048.574243,0.0,61.0,17.0,71.0,292.8
1,1,5934.741492,87747.0,147.0,3.0,87.0,46.492039
0,1,3543.232138,35695.0,90.0,2.0,7.0,432.0
0,1,3490.028304,90985.0,87.0,33.0,39.0,78.085149
0,1,3683.099864,0.0,101.0,19.0,16.0,564.466556
0,1,5989.773931,66839.0,154.0,33.0,24.0,739.2
0,3,12500.84302,0.0,165.0,16.0,43.0,792.0
0,3,8609.158215,79090.0,107.0,2.0,74.0,289.040734
0,1,2497.45507,24825.0,64.0,34.0,44.0,155.938593
0,2,7019.177186,26806.0,63.0,32.0,19.0,302.4
0,3,5387.926265,56835.0,67.0,25.0,16.0,326.549425
0,6,6165.557517,0.0,88.0,12.0,54.0,653.65668
0,1,2730.20294,46135.0,69.0,12.0,68.0,103.935601
0,4,5162.116944,0.0,73.0,21.0,87.0,809.532341
0,2,7937.064822,22862.0,67.0,9.0,40.0,321.6
2,3,8608.157233,21450.0,110.0,8.0,80.0,528.0
0,1,2632.545795,95854.0,65.0,16.0,78.0,312.0
1,7,7785.004214,44897.0,99.0,22.0,46.0,580.72531
0,4,8255.76385,54040.0,103.0,14.0,88.0,59.987126
0,3,4980.825042,53265.0,62.0,12.0,27.0,238.005074
1,2,12302.76244,43817.0,62.0,25.0,12.0,245.447622
3,5,6862.508337,54780.0,88.0,22.0,72.0,135.26125
0,3,9048.983447,0.0,119.0,9.0,8.0,571.2
0,9,5548.031892,67798.0,69.0,1.0,78.0,331.2
0,3,8312.681598,21442.0,118.0,32.0,84.0,566.4
1,1,2389.980951,27615.0,62.0,19.0,18.0,297.6
1,3,4458.113369,17622.0,65.0,1.0,36.0,312.0
0,1,5295.741716,50200.0,135.0,23.0,98.0,637.063458
2,1,3839.606117,0.0,112.0,3.0,51.0,537.6
0,1,3731.504584,0.0,96.0,31.0,34.0,460.8
1,1,2778.903705,73570.0,70.0,0.0,46.0,75.936096
0,1,4016.541995,0.0,111.0,4.0,85.0,799.2
0,6,8236.917193,0.0,106.0,11.0,15.0,603.058114
0,1,2491.317024,36631.0,62.0,30.0,77.0,67.530904
0,1,2908.875917,35895.0,73.0,11.0,51.0,312.921256
1,1,4282.947971,40864.0,109.0,16.0,70.0,166.937747
0,4,8341.623748,0.0,118.0,15.0,77.0,566.4
0,3,5090.781344,93018.0,63.0,5.0,90.0,135.382194
0,2,7366.1883,70014.0,62.0,6.0,4.0,17.742954
0,1,2436.875126,48875.0,61.0,20.0,9.0,1.838367
0,2,8852.688689,67969.0,74.0,11.0,14.0,197.776009
0,2,23875.47675,0.0,108.0,8.0,55.0,612.102262
0,7,5600.496541,68665.0,69.0,33.0,67.0,331.2
1,5,4636.54647,26802.0,66.0,7.0,43.0,316.8
0,6,7573.345057,0.0,110.0,6.0,37.0,1193.036154
0,2,14696.63549,45345.0,125.0,0.0,73.0,600.0
0,2,12298.6863,17101.0,113.0,1.0,88.0,542.4
0,3,5946.670679,81139.0,74.0,22.0,69.0,392.6364
1,3,8000.545061,63834.0,100.0,23.0,19.0,215.226476
0,3,6457.560953,37548.0,81.0,12.0,9.0,160.598662
3,2,7281.44014,0.0,69.0,28.0,28.0,371.803029
0,1,2592.437797,72421.0,65.0,8.0,23.0,312.0
0,1,4678.423394,83102.0,116.0,15.0,35.0,443.670399
0,2,13869.92705,28432.0,118.0,1.0,59.0,612.300581
0,7,8717.777831,83707.0,108.0,2.0,72.0,290.391526
0,7,5233.986808,63259.0,65.0,25.0,14.0,316.795337
0,8,4764.189722,0.0,67.0,18.0,73.0,405.527937
0,1,2472.469209,63860.0,62.0,26.0,81.0,208.598246
0,9,5608.316348,67176.0,72.0,20.0,90.0,345.6
0,3,5505.057003,86132.0,68.0,30.0,10.0,301.437365
0,1,2606.208503,28519.0,66.0,1.0,56.0,456.473115
0,2,10481.94383,39102.0,88.0,11.0,98.0,152.338562
0,1,3256.766388,0.0,89.0,17.0,56.0,491.755368
0,2,30475.78048,97298.0,128.0,16.0,38.0,48.517439
2,5,6364.902164,41986.0,84.0,25.0,31.0,430.375049
0,2,9468.509337,0.0,88.0,6.0,47.0,633.6
0,5,5631.451866,17291.0,73.0,3.0,25.0,350.4
0,2,7780.999262,0.0,74.0,0.0,52.0,246.489123
0,2,9816.528302,37256.0,62.0,15.0,7.0,128.969729
1,6,7519.133631,96306.0,95.0,12.0,17.0,185.355353
1,1,2772.839235,37038.0,71.0,6.0,97.0,9.071305
2,1,4037.501846,90760.0,103.0,5.0,7.0,133.475315
0,1,2676.867914,54480.0,67.0,19.0,91.0,321.6
0,1,2523.959554,16244.0,68.0,4.0,85.0,623.223617
0,3,6988.401604,22436.0,89.0,24.0,21.0,427.2
0,1,2695.963857,25544.0,68.0,18.0,30.0,326.4
0,1,2673.319593,28728.0,67.0,8.0,10.0,321.6
0,2,12157.32992,57449.0,103.0,6.0,28.0,494.4
0,1,2957.764017,83318.0,73.0,21.0,42.0,211.336937
0,2,7433.820995,55561.0,63.0,2.0,79.0,227.872071
5,1,3099.538005,0.0,102.0,18.0,32.0,862.762957
0,6,8415.684559,55308.0,107.0,17.0,74.0,513.6
0,2,26843.12452,36068.0,97.0,0.0,10.0,113.367765
1,2,13057.17071,48804.0,112.0,1.0,4.0,537.6
0,6,9599.950239,0.0,131.0,6.0,52.0,943.2
0,9,8535.108918,55790.0,111.0,4.0,40.0,117.672722
0,2,8293.481886,70258.0,69.0,20.0,65.0,225.145949
0,5,6846.150323,0.0,95.0,13.0,20.0,456.0
1,5,6636.859781,47274.0,83.0,32.0,26.0,182.432565
0,8,5802.83547,0.0,78.0,27.0,10.0,644.755653
0,3,5077.320916,0.0,73.0,26.0,84.0,525.6
0,2,12427.39371,15818.0,107.0,24.0,99.0,333.886816
0,3,10990.59477,44552.0,137.0,7.0,42.0,311.103582
0,1,3435.25008,64348.0,86.0,25.0,18.0,212.391975
0,2,6624.61183,0.0,62.0,27.0,53.0,297.6
0,3,5757.442258,88997.0,72.0,9.0,71.0,174.041566
0,1,2691.568951,77411.0,67.0,30.0,63.0,257.900458
0,1,2886.451602,10312.0,78.0,10.0,63.0,486.278557
1,7,5341.438779,0.0,72.0,4.0,11.0,345.6
0,1,4160.018087,96263.0,103.0,5.0,5.0,1.924709
0,1,2846.24535,28919.0,72.0,18.0,11.0,518.4
1,4,4770.256564,0.0,68.0,2.0,28.0,326.4
0,6,5059.616223,41869.0,64.0,5.0,52.0,262.12205
0,8,9095.744565,0.0,128.0,5.0,76.0,921.6
1,1,2688.863963,32808.0,68.0,1.0,88.0,541.695658
0,2,8277.637562,79780.0,68.0,11.0,58.0,326.4
0,9,9057.935331,91025.0,112.0,26.0,37.0,327.682669
0,1,3801.750407,33043.0,95.0,15.0,90.0,456.0
3,3,9339.341599,69442.0,118.0,26.0,6.0,1265.570302
0,1,2520.12318,0.0,70.0,18.0,47.0,63.043197
0,9,4984.095342,0.0,70.0,25.0,48.0,336.0
0,1,2595.747991,47234.0,65.0,11.0,34.0,15.631363
0,3,7437.693335,86863.0,92.0,27.0,26.0,441.6
2,2,14536.78759,25805.0,66.0,25.0,0.0,375.866091
0,3,5913.305869,43676.0,76.0,19.0,7.0,364.8
4,1,2771.663013,59855.0,74.0,30.0,82.0,355.2
0,2,29194.36639,35296.0,126.0,19.0,11.0,452.616872
1,3,9880.38582,36576.0,125.0,11.0,73.0,113.450122
1,2,15114.40241,28513.0,100.0,4.0,22.0,480.0
0,3,5759.91084,85448.0,72.0,16.0,76.0,16.03451
3,7,8495.164213,23791.0,110.0,11.0,71.0,615.27228
0,1,4381.184212,20597.0,112.0,31.0,46.0,615.256301
0,9,6997.827397,56940.0,87.0,11.0,10.0,512.66245
0,2,11430.58845,93210.0,71.0,35.0,62.0,74.523935
1,7,7482.486135,48992.0,94.0,30.0,0.0,426.072946
0,2,8596.916624,53736.0,71.0,2.0,20.0,169.287785
1,2,7854.960831,25378.0,66.0,22.0,32.0,419.464143
0,1,2582.408525,76731.0,64.0,2.0,68.0,201.455005
0,1,2275.363967,0.0,64.0,11.0,85.0,662.69318
0,1,4118.588554,69379.0,103.0,14.0,79.0,494.4
0,2,12157.32992,57449.0,103.0,6.0,28.0,494.4
0,7,5152.819636,0.0,68.0,7.0,31.0,326.4
0,6,6512.976472,0.0,93.0,30.0,70.0,669.6
0,2,27789.69235,33806.0,89.0,32.0,59.0,395.729716
0,1,4191.966092,77048.0,103.0,20.0,41.0,141.199465
0,2,10928.40709,74965.0,90.0,20.0,93.0,58.557552
0,2,7615.381271,34095.0,63.0,5.0,99.0,302.4
4,1,2004.350666,0.0,66.0,16.0,35.0,316.8
0,1,2434.681155,96045.0,61.0,24.0,35.0,8.582971
0,2,14195.36028,86355.0,118.0,27.0,86.0,285.418473
0,8,9427.684903,27824.0,118.0,32.0,9.0,566.4
0,2,11982.42085,42995.0,101.0,10.0,22.0,410.508316
0,1,3102.789546,21235.0,79.0,18.0,56.0,244.23135
0,1,4222.631209,74585.0,106.0,1.0,49.0,218.598065
0,1,4023.814439,41833.0,103.0,28.0,43.0,643.826716
0,4,5297.151805,23908.0,70.0,18.0,57.0,336.0
0,2,21423.63723,0.0,65.0,9.0,31.0,312.0
0,1,4416.206243,61953.0,113.0,5.0,63.0,497.047297
0,1,4639.035171,0.0,142.0,5.0,87.0,1022.4
0,1,4863.544585,0.0,137.0,25.0,45.0,657.6
1,2,25830.90982,73760.0,107.0,16.0,3.0,230.245772
0,1,2974.314896,23333.0,74.0,8.0,43.0,5.622751
0,1,2064.458781,0.0,61.0,6.0,30.0,292.8
2,9,10064.60828,20440.0,128.0,11.0,54.0,614.4
0,1,5500.01251,86073.0,136.0,3.0,32.0,333.5671
0,1,5489.214062,50943.0,139.0,18.0,14.0,667.2
0,1,2612.756658,19003.0,71.0,29.0,21.0,34.651305
0,6,8573.463947,46703.0,108.0,0.0,48.0,678.100487
0,2,24127.50402,14072.0,71.0,13.0,3.0,511.2
0,2,8550.386579,21733.0,73.0,17.0,37.0,525.6
0,1,2308.648034,20811.0,61.0,33.0,61.0,292.8
2,3,4254.620669,11904.0,61.0,34.0,11.0,292.8
4,6,8982.850377,43490.0,114.0,24.0,63.0,174.588413
0,2,7868.165983,57340.0,67.0,7.0,19.0,159.391681
0,3,7704.248723,49088.0,97.0,4.0,46.0,698.4
0,6,10552.16999,47761.0,131.0,2.0,54.0,232.711071
0,2,11681.37428,70930.0,99.0,2.0,21.0,190.43446
0,7,8737.837514,61281.0,110.0,7.0,16.0,79.865605
1,3,5454.890731,0.0,82.0,4.0,77.0,393.6
0,2,7705.283329,25290.0,66.0,0.0,4.0,382.085897
0,8,7039.262387,24239.0,88.0,25.0,5.0,48.348319
3,9,8838.085637,82664.0,114.0,24.0,10.0,133.425609
0,3,8733.527338,83210.0,110.0,0.0,25.0,528.0
0,2,9597.474777,38736.0,81.0,7.0,35.0,561.414794
0,9,4506.660224,0.0,66.0,0.0,10.0,316.8
1,2,17857.97233,55437.0,64.0,5.0,78.0,445.287788
0,1,4737.871725,0.0,130.0,0.0,93.0,23.820158
0,3,5426.136238,0.0,71.0,33.0,83.0,407.99684
0,3,7998.143771,29066.0,100.0,13.0,51.0,844.229478
0,1,2897.620704,54337.0,72.0,27.0,7.0,345.6
0,2,11599.50219,67616.0,96.0,25.0,17.0,340.306584
0,2,15147.93055,41082.0,63.0,23.0,94.0,106.647493
0,4,5435.767832,0.0,73.0,12.0,71.0,626.116259
1,1,2725.356404,36650.0,69.0,2.0,70.0,56.60333
4,2,13297.71225,50631.0,112.0,19.0,12.0,784.65781
0,2,9927.049694,19592.0,92.0,31.0,63.0,441.6
0,2,17771.54902,0.0,114.0,30.0,1.0,547.2
0,2,18269.27017,55761.0,115.0,22.0,73.0,86.27772
0,1,2722.210707,17576.0,71.0,29.0,70.0,398.502948
0,5,7083.212357,41449.0,89.0,15.0,45.0,63.516572
0,3,5889.509098,62007.0,73.0,4.0,7.0,120.015609
0,3,5288.173294,42621.0,66.0,8.0,3.0,316.8
1,2,27580.55396,0.0,87.0,16.0,41.0,417.6
3,7,7341.861257,0.0,104.0,1.0,48.0,82.041684
1,3,7919.197048,82877.0,99.0,8.0,89.0,22.819088
0,1,2163.870179,0.0,63.0,0.0,75.0,302.4
1,2,9787.808819,10475.0,88.0,13.0,81.0,422.4
0,6,5207.640754,21952.0,66.0,20.0,31.0,316.8
0,2,21147.27716,49721.0,132.0,18.0,49.0,639.971388
0,2,12280.76661,88340.0,102.0,16.0,1.0,489.6
0,1,2441.394244,0.0,65.0,7.0,28.0,312.0
0,2,6535.560574,0.0,65.0,14.0,62.0,468.0
0,2,9206.598256,24589.0,82.0,33.0,39.0,511.497882
0,1,4118.588554,69379.0,103.0,14.0,79.0,494.4
2,3,4838.208972,73769.0,61.0,24.0,95.0,239.540223
0,1,4625.548098,66670.0,114.0,23.0,6.0,518.180364
0,2,14042.103,88854.0,118.0,6.0,50.0,715.252366
0,1,2514.59196,43860.0,65.0,15.0,58.0,156.124914
2,1,5170.358435,89284.0,133.0,4.0,62.0,402.070719
0,2,13917.37715,67267.0,89.0,31.0,10.0,94.814032
3,2,11318.13083,79270.0,95.0,28.0,61.0,456.0
1,1,4276.363627,36692.0,109.0,1.0,6.0,523.2
0,1,4322.240343,0.0,119.0,0.0,37.0,571.2
0,3,8002.308333,0.0,107.0,3.0,65.0,513.6
0,1,3885.456401,0.0,105.0,3.0,92.0,504.0
0,1,4471.778239,0.0,135.0,8.0,14.0,972.0
1,2,8496.352846,44624.0,71.0,10.0,79.0,73.883044
0,2,22500.88348,0.0,71.0,1.0,23.0,340.8
0,2,16301.9676,19614.0,85.0,21.0,32.0,574.024018
0,1,2319.735908,0.0,64.0,31.0,53.0,632.715382
3,2,8717.049833,83846.0,74.0,22.0,94.0,355.2
0,1,2860.111745,51159.0,72.0,4.0,61.0,4.238626
0,1,2453.408288,83772.0,62.0,13.0,76.0,42.248087
0,1,5989.773931,66839.0,154.0,33.0,24.0,739.2
0,2,24980.22553,88440.0,70.0,19.0,30.0,27.145151
2,2,7482.639506,25666.0,63.0,7.0,30.0,270.002766
0,1,2457.576007,52926.0,61.0,2.0,92.0,292.8
0,1,2379.741171,0.0,67.0,16.0,90.0,494.946438
0,2,8286.964421,40001.0,70.0,26.0,7.0,142.567008
0,1,2393.915369,0.0,70.0,24.0,10.0,425.266308
0,3,4657.159469,18024.0,65.0,13.0,1.0,312.0
3,2,13197.92893,0.0,68.0,19.0,2.0,326.4
0,1,2803.916726,23220.0,74.0,3.0,73.0,251.334247
0,3,8646.504109,64125.0,108.0,3.0,44.0,369.818708
0,2,7425.870642,58042.0,62.0,14.0,88.0,161.419528
0,1,4528.737362,90034.0,112.0,5.0,86.0,537.6
0,1,2227.072755,27972.0,61.0,7.0,38.0,292.8
0,2,7292.948758,0.0,65.0,6.0,45.0,312.0
0,1,3184.355246,50989.0,80.0,3.0,11.0,255.999709
0,2,11315.20373,11885.0,101.0,18.0,39.0,484.8
0,1,2530.705137,89451.0,63.0,11.0,2.0,61.769564
0,9,8641.530036,78904.0,109.0,10.0,38.0,250.001424
1,1,3278.53188,70247.0,83.0,13.0,19.0,141.799422
0,9,5271.982116,32653.0,67.0,4.0,25.0,321.6
4,1,3763.637743,93595.0,97.0,15.0,30.0,49.797016
0,2,13955.56961,90279.0,115.0,7.0,64.0,372.175592
0,3,5001.527484,0.0,72.0,3.0,56.0,542.14385
0,5,7619.482766,0.0,105.0,5.0,42.0,504.0
0,3,12550.88198,22234.0,160.0,0.0,92.0,768.0
0,2,32196.60037,91375.0,99.0,22.0,89.0,72.632934
0,3,6793.77405,22250.0,86.0,10.0,36.0,720.601429
0,7,5272.319663,0.0,80.0,9.0,69.0,576.0
1,4,6265.343299,0.0,84.0,18.0,25.0,481.025786
0,2,8547.586142,51179.0,71.0,10.0,25.0,466.176731
0,1,2787.423683,38667.0,72.0,8.0,67.0,159.266473
0,1,4626.801093,79487.0,114.0,20.0,87.0,547.2
2,9,8663.363959,67763.0,107.0,28.0,10.0,41.283167
2,6,3872.222217,0.0,62.0,8.0,81.0,503.808329
0,5,5170.811494,0.0,71.0,5.0,20.0,859.599411
0,4,8960.280213,71943.0,112.0,8.0,51.0,305.653785
0,4,5471.83429,53526.0,68.0,27.0,69.0,278.902846
0,1,2620.392335,24721.0,67.0,3.0,76.0,139.963594
2,2,19069.49954,0.0,102.0,29.0,72.0,734.4
0,3,5757.442258,88997.0,72.0,9.0,71.0,174.041566
0,2,40224.01359,48587.0,111.0,7.0,14.0,532.8
0,1,2701.488341,76310.0,67.0,1.0,33.0,321.6
0,1,3712.430479,73205.0,92.0,9.0,18.0,37.299865
0,2,21850.84002,51056.0,78.0,27.0,86.0,95.816516
0,7,8237.037945,23940.0,107.0,13.0,34.0,513.6
0,1,2243.473907,0.0,62.0,26.0,18.0,446.4
0,2,8434.464067,44216.0,71.0,24.0,36.0,72.205362
0,1,2227.072755,27972.0,61.0,7.0,38.0,292.8
0,9,5170.025981,0.0,69.0,27.0,48.0,331.2
0,1,2641.446062,29305.0,66.0,1.0,38.0,475.2
0,1,2790.682957,53882.0,69.0,14.0,33.0,331.2
1,1,2745.129849,91757.0,69.0,29.0,58.0,331.2
0,2,7579.532717,33906.0,64.0,25.0,49.0,401.592109
1,4,10978.78028,68158.0,139.0,28.0,87.0,253.183568
3,5,8255.060054,0.0,134.0,24.0,86.0,643.2
0,1,4747.734642,42165.0,123.0,22.0,66.0,799.673766
0,1,3540.90425,0.0,101.0,24.0,11.0,727.2
0,1,3436.134281,30817.0,88.0,25.0,43.0,91.834668
0,1,2582.185301,68074.0,65.0,12.0,62.0,27.987867
0,2,44771.29936,0.0,131.0,20.0,59.0,842.391832
1,3,7396.283653,71135.0,92.0,11.0,64.0,270.563995
0,3,4330.799785,0.0,61.0,30.0,35.0,292.8
0,8,9075.768214,37722.0,116.0,8.0,23.0,158.077504
0,2,14635.45158,0.0,139.0,5.0,56.0,667.2
0,6,5609.082494,44705.0,71.0,21.0,63.0,148.173152
0,2,11565.68747,64642.0,96.0,3.0,79.0,404.265696
0,1,2771.045031,50071.0,71.0,3.0,32.0,18.918935
1,9,8507.128824,46754.0,106.0,5.0,70.0,513.818403
0,2,7582.113842,64801.0,64.0,23.0,19.0,268.471802
0,1,3323.092454,70410.0,83.0,25.0,13.0,131.828507
1,1,5234.331741,66957.0,131.0,31.0,4.0,628.8
1,2,24709.59957,24213.0,78.0,11.0,28.0,374.4
4,1,3123.080994,0.0,101.0,1.0,83.0,960.115399
0,1,2551.226692,79751.0,63.0,15.0,67.0,392.235698
0,1,4538.847818,82297.0,116.0,5.0,62.0,0.382107
4,1,2687.314108,82210.0,68.0,33.0,46.0,51.961915
0,2,8730.421977,43259.0,73.0,12.0,18.0,350.4
0,2,8332.730557,0.0,79.0,7.0,72.0,379.2
0,1,2357.747015,25064.0,62.0,17.0,34.0,297.6
0,1,4637.164036,25816.0,119.0,18.0,63.0,571.2
0,8,5357.192698,0.0,73.0,14.0,74.0,350.853987
0,6,5391.970996,41662.0,69.0,27.0,73.0,217.973168
0,1,3694.140498,96170.0,92.0,8.0,86.0,441.6
0,4,5040.412436,46072.0,64.0,0.0,61.0,25.934064
0,2,27495.42188,37931.0,99.0,8.0,31.0,475.2
0,5,4842.284965,35127.0,62.0,9.0,21.0,297.6
0,1,2678.058299,72450.0,66.0,21.0,58.0,84.218363
3,1,5227.101938,93087.0,131.0,14.0,25.0,628.8
2,1,2590.096027,22398.0,67.0,23.0,76.0,321.6
1,2,10536.07798,92983.0,87.0,9.0,77.0,153.205591
0,7,9463.113263,69654.0,118.0,10.0,50.0,629.532731
0,2,13441.00637,80744.0,111.0,15.0,19.0,361.284757
0,1,3886.504807,0.0,112.0,13.0,59.0,1185.988301
1,2,6784.89369,0.0,64.0,7.0,5.0,460.8
0,2,23594.6802,76358.0,66.0,25.0,3.0,86.461582
0,1,2538.62632,18608.0,71.0,13.0,24.0,340.8
0,3,5639.941974,73168.0,70.0,21.0,50.0,425.800112
2,1,2459.171724,21190.0,65.0,24.0,68.0,312.0
0,1,2667.270014,94041.0,66.0,14.0,11.0,159.756733
0,2,13778.36933,91474.0,113.0,9.0,99.0,24.087774
5,3,4923.18169,61469.0,63.0,16.0,65.0,302.4
0,1,2272.335352,16618.0,62.0,0.0,40.0,219.288706
0,4,9756.044954,67632.0,121.0,0.0,44.0,26.951627
0,6,9422.974113,34115.0,119.0,6.0,73.0,466.122541
0,1,3837.357574,23051.0,99.0,31.0,86.0,475.2
0,2,10952.13189,23748.0,99.0,0.0,24.0,607.095655
0,2,8159.136579,40589.0,69.0,23.0,68.0,331.2
0,2,19480.49981,50809.0,83.0,29.0,58.0,290.381707
0,1,3919.366722,66676.0,97.0,0.0,40.0,558.099357
3,2,7985.14214,52339.0,70.0,7.0,55.0,336.0
0,2,12168.74492,14973.0,115.0,2.0,75.0,828.0
0,4,5849.321498,0.0,83.0,2.0,47.0,540.514115
0,9,5085.836595,31546.0,65.0,4.0,83.0,100.049832
1,1,2903.939763,67763.0,73.0,17.0,69.0,59.861963
0,2,31162.6933,83170.0,97.0,0.0,53.0,344.118069
1,1,3086.873854,19464.0,84.0,10.0,94.0,871.505797
1,7,5178.704151,66943.0,65.0,33.0,10.0,53.084753
0,2,14024.35839,81872.0,115.0,10.0,55.0,256.43803
0,2,10640.93932,50450.0,90.0,11.0,68.0,135.892444
0,3,4949.803822,21342.0,62.0,34.0,72.0,74.350893
1,8,8595.665294,34621.0,108.0,21.0,32.0,621.464468
0,2,22951.892,62396.0,64.0,13.0,18.0,307.2
0,1,3792.13031,97212.0,93.0,28.0,61.0,360.05589
